item,method,K,contamination
SID_26681509,residualized,10,0.1
SID_26681509,residualized,50,0.08
SID_26681509,residualized,100,0.12
SID_26681509,irm,10,0.5
SID_26681509,irm,50,0.38
SID_26681509,irm,100,0.43
SID_26681509,within_tissue,10,0.2
SID_26681509,within_tissue,50,0.28
SID_26681509,within_tissue,100,0.32
SKI-II,marginal,10,0.3
SKI-II,marginal,50,0.32
SKI-II,marginal,100,0.36
SKI-II,residualized,10,0.1
SKI-II,residualized,50,0.1
SKI-II,residualized,100,0.13
SKI-II,irm,10,0.6
SKI-II,irm,50,0.4
SKI-II,irm,100,0.42
SKI-II,within_tissue,10,0.1
SKI-II,within_tissue,50,0.2
SKI-II,within_tissue,100,0.29
SMER-3,marginal,10,0.5
SMER-3,marginal,50,0.32
SMER-3,marginal,100,0.31
SMER-3,residualized,10,0.3
SMER-3,residualized,50,0.12
SMER-3,residualized,100,0.11
SMER-3,irm,10,0.5
SMER-3,irm,50,0.24
SMER-3,irm,100,0.21
SMER-3,within_tissue,10,0.2
SMER-3,within_tissue,50,0.18
SMER-3,within_tissue,100,0.17
SN-38,marginal,10,0.0
SN-38,marginal,50,0.1
SN-38,marginal,100,0.09
SN-38,residualized,10,0.0
SN-38,residualized,50,0.08
SN-38,residualized,100,0.14
SN-38,irm,10,0.1
SN-38,irm,50,0.14
SN-38,irm,100,0.19
SN-38,within_tissue,10,0.0
SN-38,within_tissue,50,0.04
SN-38,within_tissue,100,0.07
SNS-032,marginal,10,0.2
SNS-032,marginal,50,0.28
SNS-032,marginal,100,0.22
SNS-032,residualized,10,0.1
SNS-032,residualized,50,0.1
SNS-032,residualized,100,0.17
SNS-032,irm,10,0.2
SNS-032,irm,50,0.16
SNS-032,irm,100,0.23
SNS-032,within_tissue,10,0.1
SNS-032,within_tissue,50,0.14
SNS-032,within_tissue,100,0.11
SNX-2112-bortezomib_(250-1_mol-mol),marginal,10,0.3
SNX-2112-bortezomib_(250-1_mol-mol),marginal,50,0.28
SNX-2112-bortezomib_(250-1_mol-mol),marginal,100,0.22
SNX-2112-bortezomib_(250-1_mol-mol),residualized,10,0.1
SNX-2112-bortezomib_(250-1_mol-mol),residualized,50,0.1
SNX-2112-bortezomib_(250-1_mol-mol),residualized,100,0.14
SNX-2112-bortezomib_(250-1_mol-mol),irm,10,0.3
SNX-2112-bortezomib_(250-1_mol-mol),irm,50,0.18
SNX-2112-bortezomib_(250-1_mol-mol),irm,100,0.21
SNX-2112-bortezomib_(250-1_mol-mol),within_tissue,10,0.2
SNX-2112-bortezomib_(250-1_mol-mol),within_tissue,50,0.12
SNX-2112-bortezomib_(250-1_mol-mol),within_tissue,100,0.1
SNX-2112,marginal,10,0.2
SNX-2112,marginal,50,0.18
SNX-2112,marginal,100,0.16
SNX-2112,residualized,10,0.1
SNX-2112,residualized,50,0.14
SNX-2112,residualized,100,0.12
SNX-2112,irm,10,0.1
SNX-2112,irm,50,0.12
SNX-2112,irm,100,0.14
SNX-2112,within_tissue,10,0.1
SNX-2112,within_tissue,50,0.06
SNX-2112,within_tissue,100,0.1
SR1001,marginal,10,0.3
SR1001,marginal,50,0.3
SR1001,marginal,100,0.34
SR1001,residualized,10,0.1
SR1001,residualized,50,0.04
SR1001,residualized,100,0.08
SR1001,irm,10,0.3
SR1001,irm,50,0.28
SR1001,irm,100,0.32
SR1001,within_tissue,10,0.3
SR1001,within_tissue,50,0.26
SR1001,within_tissue,100,0.3
SRT-1720,marginal,10,0.2
SRT-1720,marginal,50,0.22
SRT-1720,marginal,100,0.29
SRT-1720,residualized,10,0.0
SRT-1720,residualized,50,0.08
SRT-1720,residualized,100,0.1
SRT-1720,irm,10,0.3
SRT-1720,irm,50,0.26
SRT-1720,irm,100,0.26
SRT-1720,within_tissue,10,0.2
SRT-1720,within_tissue,50,0.1
SRT-1720,within_tissue,100,0.19
STF-31,marginal,10,0.0
STF-31,marginal,50,0.18
STF-31,marginal,100,0.18
STF-31,residualized,10,0.1
STF-31,residualized,50,0.12
STF-31,residualized,100,0.14
STF-31,irm,10,0.1
STF-31,irm,50,0.12
STF-31,irm,100,0.18
STF-31,within_tissue,10,0.0
STF-31,within_tissue,50,0.02
STF-31,within_tissue,100,0.09
SU11274,marginal,10,0.1
SU11274,marginal,50,0.18
SU11274,marginal,100,0.25
SU11274,residualized,10,0.2
SU11274,residualized,50,0.1
SU11274,residualized,100,0.1
SU11274,irm,10,0.0
SU11274,irm,50,0.2
SU11274,irm,100,0.21
SU11274,within_tissue,10,0.1
SU11274,within_tissue,50,0.1
SU11274,within_tissue,100,0.14
Saracatinib,marginal,10,0.2
Saracatinib,marginal,50,0.16
Saracatinib,marginal,100,0.22
Saracatinib,residualized,10,0.2
Saracatinib,residualized,50,0.2
Saracatinib,residualized,100,0.19
Saracatinib,irm,10,0.3
Saracatinib,irm,50,0.18
Saracatinib,irm,100,0.21
Saracatinib,within_tissue,10,0.0
Saracatinib,within_tissue,50,0.04
Saracatinib,within_tissue,100,0.15
Selisistat,marginal,10,0.5
Selisistat,marginal,50,0.42
Selisistat,marginal,100,0.42
Selisistat,residualized,10,0.1
Selisistat,residualized,50,0.08
Selisistat,residualized,100,0.11
Selisistat,irm,10,0.6
Selisistat,irm,50,0.38
Selisistat,irm,100,0.39
Selisistat,within_tissue,10,0.4
Selisistat,within_tissue,50,0.34
Selisistat,within_tissue,100,0.4
Selumetinib,marginal,10,0.4
Selumetinib,marginal,50,0.22
Selumetinib,marginal,100,0.24
Selumetinib,residualized,10,0.2
Selumetinib,residualized,50,0.1
Selumetinib,residualized,100,0.16
Selumetinib,irm,10,0.2
Selumetinib,irm,50,0.2
Selumetinib,irm,100,0.28
Selumetinib,within_tissue,10,0.1
Selumetinib,within_tissue,50,0.1
Selumetinib,within_tissue,100,0.13
Sepantronium_bromide,marginal,10,0.1
Sepantronium_bromide,marginal,50,0.3
Sepantronium_bromide,marginal,100,0.3
Sepantronium_bromide,residualized,10,0.1
Sepantronium_bromide,residualized,50,0.16
Sepantronium_bromide,residualized,100,0.2
Sepantronium_bromide,irm,10,0.2
Sepantronium_bromide,irm,50,0.28
Sepantronium_bromide,irm,100,0.24
Sepantronium_bromide,within_tissue,10,0.0
Sepantronium_bromide,within_tissue,50,0.16
Sepantronium_bromide,within_tissue,100,0.22
Serdemetan,marginal,10,0.1
Serdemetan,marginal,50,0.26
Serdemetan,marginal,100,0.31
Serdemetan,residualized,10,0.0
Serdemetan,residualized,50,0.04
Serdemetan,residualized,100,0.08
Serdemetan,irm,10,0.0
Serdemetan,irm,50,0.26
Serdemetan,irm,100,0.28
Serdemetan,within_tissue,10,0.0
Serdemetan,within_tissue,50,0.18
Serdemetan,within_tissue,100,0.15
Sonidegib,marginal,10,0.6
Sonidegib,marginal,50,0.32
Sonidegib,marginal,100,0.3
Sonidegib,residualized,10,0.2
Sonidegib,residualized,50,0.06
Sonidegib,residualized,100,0.12
Sonidegib,irm,10,0.2
Sonidegib,irm,50,0.22
Sonidegib,irm,100,0.23
Sonidegib,within_tissue,10,0.5
Sonidegib,within_tissue,50,0.26
Sonidegib,within_tissue,100,0.25
Sorafenib,marginal,10,0.4
Sorafenib,marginal,50,0.46
Sorafenib,marginal,100,0.37
Sorafenib,residualized,10,0.0
Sorafenib,residualized,50,0.12
Sorafenib,residualized,100,0.16
Sorafenib,irm,10,0.4
Sorafenib,irm,50,0.38
Sorafenib,irm,100,0.34
Sorafenib,within_tissue,10,0.2
Sorafenib,within_tissue,50,0.18
Sorafenib,within_tissue,100,0.26
Sphingosine_Kinase_1_Inhibitor_II,marginal,10,0.2
Sphingosine_Kinase_1_Inhibitor_II,marginal,50,0.36
Sphingosine_Kinase_1_Inhibitor_II,marginal,100,0.32
Sphingosine_Kinase_1_Inhibitor_II,residualized,10,0.1
Sphingosine_Kinase_1_Inhibitor_II,residualized,50,0.1
Sphingosine_Kinase_1_Inhibitor_II,residualized,100,0.09
Sphingosine_Kinase_1_Inhibitor_II,irm,10,0.3
Sphingosine_Kinase_1_Inhibitor_II,irm,50,0.36
Sphingosine_Kinase_1_Inhibitor_II,irm,100,0.29
Sphingosine_Kinase_1_Inhibitor_II,within_tissue,10,0.0
Sphingosine_Kinase_1_Inhibitor_II,within_tissue,50,0.24
Sphingosine_Kinase_1_Inhibitor_II,within_tissue,100,0.24
StemRegenin_1,marginal,10,0.6
StemRegenin_1,marginal,50,0.48
StemRegenin_1,marginal,100,0.43
StemRegenin_1,residualized,10,0.3
StemRegenin_1,residualized,50,0.18
StemRegenin_1,residualized,100,0.16
StemRegenin_1,irm,10,0.4
StemRegenin_1,irm,50,0.42
StemRegenin_1,irm,100,0.37
StemRegenin_1,within_tissue,10,0.3
StemRegenin_1,within_tissue,50,0.28
StemRegenin_1,within_tissue,100,0.3
Sunitinib,marginal,10,0.6
Sunitinib,marginal,50,0.34
Sunitinib,marginal,100,0.3
Sunitinib,residualized,10,0.0
Sunitinib,residualized,50,0.1
Sunitinib,residualized,100,0.14
Sunitinib,irm,10,0.6
Sunitinib,irm,50,0.36
Sunitinib,irm,100,0.31
Sunitinib,within_tissue,10,0.1
Sunitinib,within_tissue,50,0.2
Sunitinib,within_tissue,100,0.19
TAE684,marginal,10,0.4
TAE684,marginal,50,0.3
TAE684,marginal,100,0.28
TAE684,residualized,10,0.1
TAE684,residualized,50,0.16
TAE684,residualized,100,0.19
TAE684,irm,10,0.3
TAE684,irm,50,0.28
TAE684,irm,100,0.26
TAE684,within_tissue,10,0.1
TAE684,within_tissue,50,0.12
TAE684,within_tissue,100,0.13
TCMDC-125552,marginal,10,0.5
TCMDC-125552,marginal,50,0.18
TCMDC-125552,marginal,100,0.19
TCMDC-125552,residualized,10,0.2
TCMDC-125552,residualized,50,0.1
TCMDC-125552,residualized,100,0.09
TCMDC-125552,irm,10,0.4
TCMDC-125552,irm,50,0.2
TCMDC-125552,irm,100,0.15
TCMDC-125552,within_tissue,10,0.2
TCMDC-125552,within_tissue,50,0.12
TCMDC-125552,within_tissue,100,0.11
TG-100-115,marginal,10,0.4
TG-100-115,marginal,50,0.5
TG-100-115,marginal,100,0.41
TG-100-115,residualized,10,0.0
TG-100-115,residualized,50,0.08
TG-100-115,residualized,100,0.08
TG-100-115,irm,10,0.3
TG-100-115,irm,50,0.44
TG-100-115,irm,100,0.4
TG-100-115,within_tissue,10,0.2
TG-100-115,within_tissue,50,0.28
TG-100-115,within_tissue,100,0.4
TGX-221,marginal,10,0.3
TGX-221,marginal,50,0.46
TGX-221,marginal,100,0.4
TGX-221,residualized,10,0.1
TGX-221,residualized,50,0.12
TGX-221,residualized,100,0.13
TGX-221,irm,10,0.5
TGX-221,irm,50,0.32
TGX-221,irm,100,0.38
TGX-221,within_tissue,10,0.1
TGX-221,within_tissue,50,0.3
TGX-221,within_tissue,100,0.29
TPCA-1,marginal,10,0.4
TPCA-1,marginal,50,0.36
TPCA-1,marginal,100,0.32
TPCA-1,residualized,10,0.1
TPCA-1,residualized,50,0.24
TPCA-1,residualized,100,0.2
TPCA-1,irm,10,0.3
TPCA-1,irm,50,0.32
TPCA-1,irm,100,0.34
TPCA-1,within_tissue,10,0.1
TPCA-1,within_tissue,50,0.26
TPCA-1,within_tissue,100,0.23
TW-37,marginal,10,0.6
TW-37,marginal,50,0.44
TW-37,marginal,100,0.45
TW-37,residualized,10,0.0
TW-37,residualized,50,0.04
TW-37,residualized,100,0.09
TW-37,irm,10,0.2
TW-37,irm,50,0.28
TW-37,irm,100,0.24
TW-37,within_tissue,10,0.3
TW-37,within_tissue,50,0.16
TW-37,within_tissue,100,0.24
Tamoxifen,marginal,10,0.5
Tamoxifen,marginal,50,0.36
Tamoxifen,marginal,100,0.34
Tamoxifen,residualized,10,0.0
Tamoxifen,residualized,50,0.14
Tamoxifen,residualized,100,0.14
Tamoxifen,irm,10,0.3
Tamoxifen,irm,50,0.3
Tamoxifen,irm,100,0.3
Tamoxifen,within_tissue,10,0.4
Tamoxifen,within_tissue,50,0.22
Tamoxifen,within_tissue,100,0.26
Tanespimycin,marginal,10,0.3
Tanespimycin,marginal,50,0.18
Tanespimycin,marginal,100,0.18
Tanespimycin,residualized,10,0.1
Tanespimycin,residualized,50,0.12
Tanespimycin,residualized,100,0.16
Tanespimycin,irm,10,0.4
Tanespimycin,irm,50,0.26
Tanespimycin,irm,100,0.18
Tanespimycin,within_tissue,10,0.1
Tanespimycin,within_tissue,50,0.06
Tanespimycin,within_tissue,100,0.07
Telomerase_Inhibitor_IX,marginal,10,0.2
Telomerase_Inhibitor_IX,marginal,50,0.3
Telomerase_Inhibitor_IX,marginal,100,0.23
Telomerase_Inhibitor_IX,residualized,10,0.3
Telomerase_Inhibitor_IX,residualized,50,0.18
Telomerase_Inhibitor_IX,residualized,100,0.15
Telomerase_Inhibitor_IX,irm,10,0.2
Telomerase_Inhibitor_IX,irm,50,0.3
Telomerase_Inhibitor_IX,irm,100,0.22
Telomerase_Inhibitor_IX,within_tissue,10,0.0
Telomerase_Inhibitor_IX,within_tissue,50,0.2
Telomerase_Inhibitor_IX,within_tissue,100,0.14
Temsirolimus,marginal,10,0.1
Temsirolimus,marginal,50,0.24
Temsirolimus,marginal,100,0.26
Temsirolimus,residualized,10,0.1
Temsirolimus,residualized,50,0.14
Temsirolimus,residualized,100,0.17
Temsirolimus,irm,10,0.3
Temsirolimus,irm,50,0.36
Temsirolimus,irm,100,0.35
Temsirolimus,within_tissue,10,0.0
Temsirolimus,within_tissue,50,0.12
Temsirolimus,within_tissue,100,0.13
Teniposide,marginal,10,0.1
Teniposide,marginal,50,0.34
Teniposide,marginal,100,0.38
Teniposide,residualized,10,0.0
Teniposide,residualized,50,0.1
Teniposide,residualized,100,0.1
Teniposide,irm,10,0.1
Teniposide,irm,50,0.26
Teniposide,irm,100,0.24
Teniposide,within_tissue,10,0.0
Teniposide,within_tissue,50,0.1
Teniposide,within_tissue,100,0.12
Tipifarnib,marginal,10,0.3
Tipifarnib,marginal,50,0.46
Tipifarnib,marginal,100,0.42
Tipifarnib,residualized,10,0.2
Tipifarnib,residualized,50,0.14
Tipifarnib,residualized,100,0.12
Tipifarnib,irm,10,0.4
Tipifarnib,irm,50,0.36
Tipifarnib,irm,100,0.36
Tipifarnib,within_tissue,10,0.1
Tipifarnib,within_tissue,50,0.24
Tipifarnib,within_tissue,100,0.27
Tipifarnib_S_enantiomer,marginal,10,0.3
Tipifarnib_S_enantiomer,marginal,50,0.36
Tipifarnib_S_enantiomer,marginal,100,0.36
Tipifarnib_S_enantiomer,residualized,10,0.0
Tipifarnib_S_enantiomer,residualized,50,0.12
Tipifarnib_S_enantiomer,residualized,100,0.12
Tipifarnib_S_enantiomer,irm,10,0.4
Tipifarnib_S_enantiomer,irm,50,0.34
Tipifarnib_S_enantiomer,irm,100,0.32
Tipifarnib_S_enantiomer,within_tissue,10,0.1
Tipifarnib_S_enantiomer,within_tissue,50,0.22
Tipifarnib_S_enantiomer,within_tissue,100,0.25
Tivozanib,marginal,10,0.3
Tivozanib,marginal,50,0.32
Tivozanib,marginal,100,0.29
Tivozanib,residualized,10,0.1
Tivozanib,residualized,50,0.2
Tivozanib,residualized,100,0.21
Tivozanib,irm,10,0.4
Tivozanib,irm,50,0.38
Tivozanib,irm,100,0.3
Tivozanib,within_tissue,10,0.1
Tivozanib,within_tissue,50,0.2
Tivozanib,within_tissue,100,0.18
Topotecan,marginal,10,0.1
Topotecan,marginal,50,0.2
Topotecan,marginal,100,0.24
Topotecan,residualized,10,0.0
Topotecan,residualized,50,0.16
Topotecan,residualized,100,0.17
Topotecan,irm,10,0.1
Topotecan,irm,50,0.16
Topotecan,irm,100,0.18
Topotecan,within_tissue,10,0.1
Topotecan,within_tissue,50,0.08
Topotecan,within_tissue,100,0.14
Trametinib,marginal,10,0.3
Trametinib,marginal,50,0.3
Trametinib,marginal,100,0.31
Trametinib,residualized,10,0.2
Trametinib,residualized,50,0.18
Trametinib,residualized,100,0.17
Trametinib,irm,10,0.5
Trametinib,irm,50,0.46
Trametinib,irm,100,0.38
Trametinib,within_tissue,10,0.2
Trametinib,within_tissue,50,0.16
Trametinib,within_tissue,100,0.17
Tretinoin,marginal,10,0.6
Tretinoin,marginal,50,0.4
Tretinoin,marginal,100,0.36
Tretinoin,residualized,10,0.0
Tretinoin,residualized,50,0.04
Tretinoin,residualized,100,0.09
Tretinoin,irm,10,0.7
Tretinoin,irm,50,0.44
Tretinoin,irm,100,0.42
Tretinoin,within_tissue,10,0.2
Tretinoin,within_tissue,50,0.18
Tretinoin,within_tissue,100,0.23
Tubastatin_A,marginal,10,0.6
Tubastatin_A,marginal,50,0.5
Tubastatin_A,marginal,100,0.46
Tubastatin_A,residualized,10,0.0
Tubastatin_A,residualized,50,0.16
Tubastatin_A,residualized,100,0.14
Tubastatin_A,irm,10,0.9
Tubastatin_A,irm,50,0.5
Tubastatin_A,irm,100,0.45
Tubastatin_A,within_tissue,10,0.3
Tubastatin_A,within_tissue,50,0.32
Tubastatin_A,within_tissue,100,0.31
UNC0638-navitoclax_(1-1_mol-mol),marginal,10,0.1
UNC0638-navitoclax_(1-1_mol-mol),marginal,50,0.14
UNC0638-navitoclax_(1-1_mol-mol),marginal,100,0.17
UNC0638-navitoclax_(1-1_mol-mol),residualized,10,0.0
UNC0638-navitoclax_(1-1_mol-mol),residualized,50,0.08
UNC0638-navitoclax_(1-1_mol-mol),residualized,100,0.11
UNC0638-navitoclax_(1-1_mol-mol),irm,10,0.1
UNC0638-navitoclax_(1-1_mol-mol),irm,50,0.08
UNC0638-navitoclax_(1-1_mol-mol),irm,100,0.19
UNC0638-navitoclax_(1-1_mol-mol),within_tissue,10,0.1
UNC0638-navitoclax_(1-1_mol-mol),within_tissue,50,0.04
UNC0638-navitoclax_(1-1_mol-mol),within_tissue,100,0.07
UNC0638,marginal,10,0.2
UNC0638,marginal,50,0.26
UNC0638,marginal,100,0.28
UNC0638,residualized,10,0.1
UNC0638,residualized,50,0.12
UNC0638,residualized,100,0.12
UNC0638,irm,10,0.2
UNC0638,irm,50,0.3
UNC0638,irm,100,0.32
UNC0638,within_tissue,10,0.0
UNC0638,within_tissue,50,0.12
UNC0638,within_tissue,100,0.14
VER-155008,marginal,10,0.4
VER-155008,marginal,50,0.4
VER-155008,marginal,100,0.29
VER-155008,residualized,10,0.2
VER-155008,residualized,50,0.12
VER-155008,residualized,100,0.14
VER-155008,irm,10,0.8
VER-155008,irm,50,0.44
VER-155008,irm,100,0.44
VER-155008,within_tissue,10,0.1
VER-155008,within_tissue,50,0.2
VER-155008,within_tissue,100,0.23
VU0155056,marginal,10,0.4
VU0155056,marginal,50,0.48
VU0155056,marginal,100,0.46
VU0155056,residualized,10,0.1
VU0155056,residualized,50,0.06
VU0155056,residualized,100,0.11
VU0155056,irm,10,0.4
VU0155056,irm,50,0.38
VU0155056,irm,100,0.42
VU0155056,within_tissue,10,0.1
VU0155056,within_tissue,50,0.32
VU0155056,within_tissue,100,0.31
Vandetanib,marginal,10,0.2
Vandetanib,marginal,50,0.2
Vandetanib,marginal,100,0.2
Vandetanib,residualized,10,0.1
Vandetanib,residualized,50,0.12
Vandetanib,residualized,100,0.14
Vandetanib,irm,10,0.4
Vandetanib,irm,50,0.22
Vandetanib,irm,100,0.18
Vandetanib,within_tissue,10,0.0
Vandetanib,within_tissue,50,0.08
Vandetanib,within_tissue,100,0.11
Vorinostat,marginal,10,0.4
Vorinostat,marginal,50,0.36
Vorinostat,marginal,100,0.3
Vorinostat,residualized,10,0.0
Vorinostat,residualized,50,0.12
Vorinostat,residualized,100,0.16
Vorinostat,irm,10,0.3
Vorinostat,irm,50,0.3
Vorinostat,irm,100,0.28
Vorinostat,within_tissue,10,0.2
Vorinostat,within_tissue,50,0.2
Vorinostat,within_tissue,100,0.16
WP1130,marginal,10,0.5
WP1130,marginal,50,0.44
WP1130,marginal,100,0.44
WP1130,residualized,10,0.1
WP1130,residualized,50,0.2
WP1130,residualized,100,0.2
WP1130,irm,10,0.5
WP1130,irm,50,0.32
WP1130,irm,100,0.34
WP1130,within_tissue,10,0.3
WP1130,within_tissue,50,0.28
WP1130,within_tissue,100,0.32
WZ4002,marginal,10,0.1
WZ4002,marginal,50,0.12
WZ4002,marginal,100,0.16
WZ4002,residualized,10,0.0
WZ4002,residualized,50,0.02
WZ4002,residualized,100,0.04
WZ4002,irm,10,0.1
WZ4002,irm,50,0.14
WZ4002,irm,100,0.19
WZ4002,within_tissue,10,0.0
WZ4002,within_tissue,50,0.06
WZ4002,within_tissue,100,0.08
WZ8040,marginal,10,0.1
WZ8040,marginal,50,0.18
WZ8040,marginal,100,0.2
WZ8040,residualized,10,0.1
WZ8040,residualized,50,0.12
WZ8040,residualized,100,0.13
WZ8040,irm,10,0.1
WZ8040,irm,50,0.2
WZ8040,irm,100,0.2
WZ8040,within_tissue,10,0.1
WZ8040,within_tissue,50,0.06
WZ8040,within_tissue,100,0.09
XL765,marginal,10,0.5
XL765,marginal,50,0.5
XL765,marginal,100,0.48
XL765,residualized,10,0.1
XL765,residualized,50,0.08
XL765,residualized,100,0.13
XL765,irm,10,0.3
XL765,irm,50,0.4
XL765,irm,100,0.36
XL765,within_tissue,10,0.3
XL765,within_tissue,50,0.42
XL765,within_tissue,100,0.33
YK-4-279,marginal,10,0.1
YK-4-279,marginal,50,0.12
YK-4-279,marginal,100,0.19
YK-4-279,residualized,10,0.2
YK-4-279,residualized,50,0.2
YK-4-279,residualized,100,0.21
YK-4-279,irm,10,0.1
YK-4-279,irm,50,0.12
YK-4-279,irm,100,0.18
YK-4-279,within_tissue,10,0.0
YK-4-279,within_tissue,50,0.02
YK-4-279,within_tissue,100,0.1
ZSTK474,marginal,10,0.2
ZSTK474,marginal,50,0.22
ZSTK474,marginal,100,0.19
ZSTK474,residualized,10,0.0
ZSTK474,residualized,50,0.06
ZSTK474,residualized,100,0.11
ZSTK474,irm,10,0.1
ZSTK474,irm,50,0.12
ZSTK474,irm,100,0.13
ZSTK474,within_tissue,10,0.0
ZSTK474,within_tissue,50,0.14
ZSTK474,within_tissue,100,0.12
alisertib-navitoclax_(2-1_mol-mol),marginal,10,0.3
alisertib-navitoclax_(2-1_mol-mol),marginal,50,0.2
alisertib-navitoclax_(2-1_mol-mol),marginal,100,0.23
alisertib-navitoclax_(2-1_mol-mol),residualized,10,0.0
alisertib-navitoclax_(2-1_mol-mol),residualized,50,0.08
alisertib-navitoclax_(2-1_mol-mol),residualized,100,0.13
alisertib-navitoclax_(2-1_mol-mol),irm,10,0.0
alisertib-navitoclax_(2-1_mol-mol),irm,50,0.12
alisertib-navitoclax_(2-1_mol-mol),irm,100,0.12
alisertib-navitoclax_(2-1_mol-mol),within_tissue,10,0.0
alisertib-navitoclax_(2-1_mol-mol),within_tissue,50,0.06
alisertib-navitoclax_(2-1_mol-mol),within_tissue,100,0.11
apicidin,marginal,10,0.4
apicidin,marginal,50,0.3
apicidin,marginal,100,0.23
apicidin,residualized,10,0.0
apicidin,residualized,50,0.1
apicidin,residualized,100,0.16
apicidin,irm,10,0.2
apicidin,irm,50,0.16
apicidin,irm,100,0.19
apicidin,within_tissue,10,0.0
apicidin,within_tissue,50,0.16
apicidin,within_tissue,100,0.09
austocystin_D,marginal,10,0.3
austocystin_D,marginal,50,0.42
austocystin_D,marginal,100,0.37
austocystin_D,residualized,10,0.2
austocystin_D,residualized,50,0.22
austocystin_D,residualized,100,0.23
austocystin_D,irm,10,0.4
austocystin_D,irm,50,0.32
austocystin_D,irm,100,0.31
austocystin_D,within_tissue,10,0.0
austocystin_D,within_tissue,50,0.2
austocystin_D,within_tissue,100,0.21
avicin_D,marginal,10,0.1
avicin_D,marginal,50,0.22
avicin_D,marginal,100,0.21
avicin_D,residualized,10,0.0
avicin_D,residualized,50,0.08
avicin_D,residualized,100,0.16
avicin_D,irm,10,0.0
avicin_D,irm,50,0.14
avicin_D,irm,100,0.2
avicin_D,within_tissue,10,0.0
avicin_D,within_tissue,50,0.06
avicin_D,within_tissue,100,0.11
avrainvillamide,marginal,10,0.4
avrainvillamide,marginal,50,0.32
avrainvillamide,marginal,100,0.32
avrainvillamide,residualized,10,0.1
avrainvillamide,residualized,50,0.1
avrainvillamide,residualized,100,0.09
avrainvillamide,irm,10,0.5
avrainvillamide,irm,50,0.3
avrainvillamide,irm,100,0.29
avrainvillamide,within_tissue,10,0.1
avrainvillamide,within_tissue,50,0.16
avrainvillamide,within_tissue,100,0.15
barasertib,marginal,10,0.0
barasertib,marginal,50,0.26
barasertib,marginal,100,0.29
barasertib,residualized,10,0.1
barasertib,residualized,50,0.08
barasertib,residualized,100,0.14
barasertib,irm,10,0.4
barasertib,irm,50,0.32
barasertib,irm,100,0.29
barasertib,within_tissue,10,0.0
barasertib,within_tissue,50,0.06
barasertib,within_tissue,100,0.12
bardoxolone_methyl,marginal,10,0.1
bardoxolone_methyl,marginal,50,0.14
bardoxolone_methyl,marginal,100,0.17
bardoxolone_methyl,residualized,10,0.1
bardoxolone_methyl,residualized,50,0.12
bardoxolone_methyl,residualized,100,0.13
bardoxolone_methyl,irm,10,0.2
bardoxolone_methyl,irm,50,0.12
bardoxolone_methyl,irm,100,0.16
bardoxolone_methyl,within_tissue,10,0.0
bardoxolone_methyl,within_tissue,50,0.06
bardoxolone_methyl,within_tissue,100,0.07
bendamustine,marginal,10,0.3
bendamustine,marginal,50,0.38
bendamustine,marginal,100,0.38
bendamustine,residualized,10,0.0
bendamustine,residualized,50,0.04
bendamustine,residualized,100,0.14
bendamustine,irm,10,0.3
bendamustine,irm,50,0.32
bendamustine,irm,100,0.26
bendamustine,within_tissue,10,0.1
bendamustine,within_tissue,50,0.24
bendamustine,within_tissue,100,0.32
birinapant,marginal,10,0.1
birinapant,marginal,50,0.24
birinapant,marginal,100,0.21
birinapant,residualized,10,0.2
birinapant,residualized,50,0.04
birinapant,residualized,100,0.08
birinapant,irm,10,0.2
birinapant,irm,50,0.3
birinapant,irm,100,0.32
birinapant,within_tissue,10,0.0
birinapant,within_tissue,50,0.04
birinapant,within_tissue,100,0.09
bleomycin_A2,marginal,10,0.1
bleomycin_A2,marginal,50,0.14
bleomycin_A2,marginal,100,0.16
bleomycin_A2,residualized,10,0.0
bleomycin_A2,residualized,50,0.1
bleomycin_A2,residualized,100,0.13
bleomycin_A2,irm,10,0.0
bleomycin_A2,irm,50,0.08
bleomycin_A2,irm,100,0.17
bleomycin_A2,within_tissue,10,0.1
bleomycin_A2,within_tissue,50,0.08
bleomycin_A2,within_tissue,100,0.07
brefeldin_A,marginal,10,0.0
brefeldin_A,marginal,50,0.08
brefeldin_A,marginal,100,0.14
brefeldin_A,residualized,10,0.1
brefeldin_A,residualized,50,0.1
brefeldin_A,residualized,100,0.12
brefeldin_A,irm,10,0.3
brefeldin_A,irm,50,0.24
brefeldin_A,irm,100,0.19
brefeldin_A,within_tissue,10,0.0
brefeldin_A,within_tissue,50,0.04
brefeldin_A,within_tissue,100,0.07
brivanib,marginal,10,0.4
brivanib,marginal,50,0.4
brivanib,marginal,100,0.37
brivanib,residualized,10,0.3
brivanib,residualized,50,0.16
brivanib,residualized,100,0.13
brivanib,irm,10,0.4
brivanib,irm,50,0.36
brivanib,irm,100,0.35
brivanib,within_tissue,10,0.3
brivanib,within_tissue,50,0.28
brivanib,within_tissue,100,0.33
carboplatin-UNC0638_(2-1_mol-mol),marginal,10,0.5
carboplatin-UNC0638_(2-1_mol-mol),marginal,50,0.24
carboplatin-UNC0638_(2-1_mol-mol),marginal,100,0.24
carboplatin-UNC0638_(2-1_mol-mol),residualized,10,0.0
carboplatin-UNC0638_(2-1_mol-mol),residualized,50,0.12
carboplatin-UNC0638_(2-1_mol-mol),residualized,100,0.13
carboplatin-UNC0638_(2-1_mol-mol),irm,10,0.3
